st,yr,September,October,November,December,January,February,March,April,May,June,July,August,AVG,STDDEV
Sirajganj,2015,0.49714,0.44574,0.42467,0.37008,0.42999,0.55924,0.50513,0.44195,0.32863,0.37175,0.29486,0.50316,0.4310283333333333,0.07535255722638452
Sirajganj,2016,0.48192,0.40759,0.42282,0.42191,0.41665,0.5171,0.47205,0.43176,0.41414,0.30244,0.39021,0.45698,0.42796416666666665,0.05134470914942347
Sirajganj,2017,0.54072,0.46693,0.46862,0.42855,0.40111,0.5026,0.53216,0.48442,0.3403,0.27637,0.32705,0.47649,0.43711000000000005,0.08084017596467737
Sirajganj,2018,0.53591,0.50032,0.47452,0.40599,0.40784,0.57716,0.56564,0.42567,0.39357,0.28094,0.38976,0.51447,0.4559825000000001,0.0834085397431422
Sirajganj,2019,0.56992,0.49913,0.43871,0.46708,0.38987,0.61129,0.58995,0.45677,0.40065,0.29629,0.4155,0.50463,0.4699824999999999,0.08752187346838884
Brahamanbaria,2011,0.52611,0.45964,0.3709,0.35269,0.4932,0.63646,0.55444,0.4125,0.28976,0.26822,0.37835,0.42347,0.43047833333333335,0.10430104136850962
Brahamanbaria,2012,0.46436,0.4352,0.35964,0.32492,0.4786,0.58804,0.50888,0.36242,0.34778,0.32394,0.35121,0.4076,0.4127158333333334,0.07982338060350627
Brahamanbaria,2013,0.53342,0.44744,0.39165,0.39123,0.48397,0.64025,0.56503,0.34589,0.38014,0.33067,0.37379,0.46681,0.4458575,0.09140048633395412
Brahamanbaria,2014,0.53563,0.47105,0.4139,0.41183,0.49603,0.62795,0.48687,0.40377,0.4101,0.39574,0.26577,0.50761,0.45218749999999996,0.08638849857137619
Brahamanbaria,2015,0.53165,0.48259,0.42579,0.37426,0.52089,0.6642,0.54018,0.3875,0.3525,0.36047,0.28604,0.50673,0.4527333333333334,0.1018702642525722
Brahamanbaria,2016,0.5384,0.46798,0.4279,0.41849,0.51909,0.64896,0.46382,0.41232,0.3958,0.33143,0.47148,0.46679,0.46353833333333333,0.07698958629075897
Brahamanbaria,2017,0.57215,0.50527,0.4434,0.38059,0.55081,0.66984,0.52479,0.49096,0.36344,0.38009,0.33895,0.54225,0.48021166666666665,0.0961203759038056
Brahamanbaria,2018,0.54007,0.51128,0.43002,0.4214,0.55881,0.6634,0.52299,0.37093,0.31228,0.35561,0.47371,0.50609,0.47221583333333333,0.09473902244748758
Brahamanbaria,2019,0.58487,0.51548,0.42015,0.42456,0.54803,0.67677,0.57015,0.42834,0.47679,0.36479,0.4192,0.52534,0.4962058333333334,0.08609050987752495
Lakshmipur,2011,0.69757,0.61855,0.42367,0.39218,0.3999,0.50703,0.53877,0.45804,0.34712,0.25826,0.43473,0.52826,0.4670066666666666,0.1146295540958885
Lakshmipur,2012,0.66153,0.57723,0.45272,0.328,0.39703,0.49953,0.52876,0.40802,0.45496,0.36809,0.39775,0.53881,0.46770249999999997,0.09248373650945338
Lakshmipur,2013,0.73898,0.58821,0.43224,0.38558,0.38984,0.56676,0.5846,0.4312,0.40681,0.36405,0.4517,0.61785,0.4964849999999999,0.1133940585230696
Lakshmipur,2014,0.72356,0.60624,0.44436,0.38238,0.39626,0.52724,0.54432,0.45953,0.46014,0.39946,0.36481,0.6252,0.4944583333333334,0.10746407933454892
Lakshmipur,2015,0.718,0.63016,0.46713,0.40706,0.43043,0.53639,0.53038,0.4668,0.34116,0.31868,0.36972,0.60787,0.485315,0.11779269222522536
Lakshmipur,2016,0.67927,0.553,0.44604,0.42642,0.46965,0.57067,0.47332,0.4808,0.40592,0.36424,0.46396,0.5235,0.4880658333333334,0.08046330855927786
Lakshmipur,2017,0.7192,0.63736,0.50262,0.43965,0.44212,0.55955,0.5277,0.53416,0.32436,0.37997,0.42445,0.59823,0.5074474999999999,0.10775893305004154
Lakshmipur,2018,0.68115,0.60452,0.45742,0.43492,0.40998,0.51655,0.53311,0.48252,0.36465,0.39869,0.42692,0.64651,0.4964116666666667,0.09781028940703984
Lakshmipur,2019,0.70223,0.61511,0.46618,0.47737,0.43717,0.56126,0.54736,0.52236,0.43712,0.40605,0.40604,0.60631,0.51538,0.08959110437612282
Chandpur,2011,0.63718,0.54759,0.42072,0.42137,0.44636,0.5398,0.5418,0.48875,0.37603,0.35093,0.50196,0.48933,0.4801516666666666,0.0779245832876606
Chandpur,2012,0.62191,0.57827,0.43947,0.38348,0.43761,0.51948,0.5407,0.38594,0.44618,0.40686,0.382,0.51608,0.4714983333333333,0.07808823362425067
Chandpur,2013,0.67022,0.56882,0.45174,0.433,0.44673,0.57916,0.58746,0.46754,0.42983,0.40931,0.43343,0.60314,0.5066983333333334,0.08466378976411476
Chandpur,2014,0.65518,0.55088,0.45382,0.45865,0.46904,0.54785,0.54049,0.48288,0.45086,0.48569,0.42006,0.63129,0.5122241666666666,0.07079696361878021
Chandpur,2015,0.63567,0.59258,0.49162,0.48868,0.45701,0.57138,0.55706,0.45556,0.38313,0.39664,0.42327,0.62957,0.5068475,0.08456007678223018
Chandpur,2016,0.64266,0.58522,0.47468,0.49297,0.50917,0.60044,0.50637,0.52015,0.4622,0.44168,0.50815,0.51586,0.5216291666666666,0.05661117637862882
Chandpur,2017,0.68286,0.61119,0.53127,0.47539,0.49407,0.59192,0.56012,0.55307,0.39498,0.39872,0.46051,0.58508,0.5282650000000001,0.0830651019281463
Chandpur,2018,0.64336,0.58203,0.4973,0.48333,0.49423,0.5753,0.56273,0.46633,0.41907,0.39959,0.46261,0.62326,0.5174283333333333,0.07523086975363831
Chandpur,2019,0.68464,0.6005,0.4508,0.53531,0.50456,0.61803,0.59189,0.54305,0.45919,0.46582,0.48259,0.58328,0.543305,0.07052014103549899
Noakhali,2011,0.72895,0.62684,0.45216,0.43593,0.47334,0.54125,0.52008,0.48273,0.37033,0.29422,0.50443,0.62191,0.5043475000000001,0.11248276802285466
Noakhali,2012,0.68862,0.57608,0.45601,0.39144,0.4715,0.51194,0.52847,0.40475,0.4901,0.34446,0.42133,0.62673,0.49261916666666666,0.09652738147440632
Noakhali,2013,0.74314,0.62565,0.45262,0.44694,0.47085,0.55902,0.54,0.4085,0.4305,0.39668,0.49007,0.68551,0.52079,0.10766525716311645
Noakhali,2014,0.74118,0.65236,0.50009,0.48243,0.50557,0.55845,0.52427,0.4663,0.43651,0.42626,0.41387,0.68536,0.5327208333333334,0.1021680251235135
Noakhali,2015,0.72088,0.67411,0.51011,0.49545,0.53433,0.56703,0.55202,0.50415,0.37259,0.29539,0.40584,0.69209,0.5269991666666667,0.12340172462721996
Noakhali,2016,0.73562,0.59428,0.50363,0.47105,0.53983,0.60878,0.46645,0.50574,0.37288,0.35991,0.48737,0.6463,0.52432,0.10411740576547869
Noakhali,2017,0.73966,0.67849,0.54207,0.46647,0.5073,0.60822,0.56263,0.5682,0.33754,0.47784,0.45155,0.6607,0.5500558333333333,0.10705042779443817
Noakhali,2018,0.71439,0.64793,0.50549,0.49316,0.51454,0.5855,0.54604,0.50218,0.35194,0.42108,0.48822,0.73138,0.5418208333333333,0.10739614979584801
Noakhali,2019,0.76398,0.66557,0.51815,0.50999,0.5054,0.60499,0.57051,0.5773,0.47977,0.43217,0.48027,0.74208,0.5708483333333333,0.10136379332494529
Dhaka,2011,0.4951,0.48502,0.42375,0.40307,0.41337,0.49739,0.53639,0.49361,0.39899,0.39598,0.46814,0.48227,0.4577566666666666,0.045892204736268184
Dhaka,2012,0.52303,0.49771,0.41214,0.36985,0.38418,0.46367,0.53685,0.42402,0.39365,0.4085,0.41226,0.47015,0.44133416666666664,0.05325316414047359
Dhaka,2013,0.59078,0.4739,0.4521,0.42974,0.41563,0.50185,0.50546,0.41194,0.45942,0.37006,0.43113,0.54958,0.46596583333333325,0.059785512383622015
Dhaka,2014,0.54667,0.4589,0.42598,0.43631,0.44179,0.50209,0.47861,0.44564,0.39445,0.46385,0.44048,0.57069,0.46712166666666666,0.04849699575460548
Dhaka,2015,0.51085,0.46922,0.41944,0.44373,0.42289,0.50786,0.53436,0.46449,0.41505,0.3054,0.37181,0.56032,0.45211833333333334,0.0688087032810692
Dhaka,2016,0.53672,0.49562,0.46017,0.44394,0.43252,0.5131,0.49316,0.50816,0.47733,0.38226,0.46788,0.54375,0.47955083333333337,0.04400719571053755
Dhaka,2017,0.54617,0.50212,0.48657,0.45406,0.43467,0.52096,0.53556,0.49747,0.37308,0.41386,0.40529,0.5179,0.4739758333333333,0.05408122740506996
Dhaka,2018,0.54293,0.50242,0.47345,0.43687,0.44147,0.51672,0.53141,0.44753,0.39273,0.42119,0.52265,0.57245,0.48348499999999994,0.05337844469758681
Dhaka,2019,0.59127,0.5211,0.45803,0.45835,0.43728,0.54808,0.56219,0.4934,0.4033,0.50553,0.44772,0.58069,0.5005783333333333,0.05848774726859939
Feni,2011,0.76559,0.64239,0.4637,0.3949,0.43408,0.55035,0.58321,0.51782,0.45238,0.34834,0.56331,0.69171,0.5339816666666667,0.11883845539452101
Feni,2012,0.71752,0.62093,0.46586,0.41487,0.38088,0.52046,0.6087,0.52233,0.48934,0.35497,0.50182,0.73138,0.5274216666666667,0.11652544656521263
Feni,2013,0.77287,0.65343,0.45957,0.42636,0.41702,0.52963,0.53699,0.48437,0.43573,0.4627,0.44693,0.75361,0.5316008333333334,0.12079784714267698
Feni,2014,0.76742,0.67895,0.49517,0.44696,0.46455,0.53846,0.53068,0.53348,0.46841,0.50961,0.38558,0.73088,0.5458458333333334,0.11307699518899599
Feni,2015,0.74287,0.68288,0.51983,0.48036,0.48724,0.55565,0.601,0.55487,0.38449,0.37413,0.48186,0.71741,0.5485491666666668,0.11481110300970702
Feni,2016,0.76604,0.58803,0.53107,0.48927,0.51606,0.6179,0.53303,0.57556,0.46633,0.52047,0.51773,0.66681,0.5656916666666668,0.0808669413123943
Feni,2017,0.71659,0.69259,0.54917,0.49681,0.48884,0.61718,0.62719,0.6269,0.43748,0.44206,0.5085,0.69124,0.5745458333333332,0.09565232689784511
Feni,2018,0.77648,0.69979,0.52478,0.47508,0.5154,0.59099,0.60065,0.57431,0.4297,0.45891,0.5636,0.77137,0.5817550000000001,0.11025409391491998
Feni,2019,0.82346,0.68155,0.53187,0.54718,0.48869,0.63249,0.62938,0.61492,0.5245,0.42226,0.58586,0.7775,0.6049716666666666,0.11077344295402616
