st,yr,mn,max_temp,min_temp,rain,rel_hum,wind,cloud,sun
Satkhira,2013,9,35.8,26.4,296.0,85.0,1.1,4.9,4.8
Satkhira,2013,10,34.4,24.6,247.0,86.0,1.5,4.7,4.6
Satkhira,2013,11,32.0,17.9,0.0,77.0,1.8,0.8,7.8
Satkhira,2013,12,28.4,14.6,0.0,79.0,1.5,0.6,5.8
Sitakunda,2013,1,31.4,10.0,0.0,76.0,1.0,0.3,7.4
Sitakunda,2013,2,34.7,14.5,0.0,71.0,1.5,0.8,8.3
Sitakunda,2013,3,35.7,19.2,13.0,76.0,1.6,1.4,8.2
Sitakunda,2013,4,35.8,23.5,57.0,79.0,1.7,2.4,8.3
Sitakunda,2013,5,33.9,24.4,470.0,86.0,2.7,5.1,3.5
Sitakunda,2013,6,35.9,25.9,569.0,86.0,1.6,4.7,6.2
Sitakunda,2013,7,34.7,25.7,333.0,85.0,2.3,5.3,5.4
Sitakunda,2013,8,33.7,25.5,390.0,88.0,2.5,5.9,4.2
Sitakunda,2013,9,36.1,25.1,496.0,87.0,2.3,5.4,5.4
Sitakunda,2013,10,35.5,23.7,269.0,85.0,1.6,4.9,5.7
Sitakunda,2013,11,33.0,17.3,1.0,79.0,0.3,0.9,9.0
Sitakunda,2013,12,31.0,13.3,0.0,81.0,0.9,0.7,7.4
Srimangal,2013,1,29.0,7.5,0.0,80.0,2.4,0.2,6.5
Srimangal,2013,2,33.0,12.1,9.0,72.0,3.0,1.6,7.5
Srimangal,2013,3,35.5,17.4,31.0,67.0,3.2,1.8,8.0
Srimangal,2013,4,37.2,21.3,104.0,73.0,3.5,3.3,7.1
Srimangal,2013,5,34.6,22.6,783.0,83.0,3.2,6.3,4.2
Srimangal,2013,6,36.5,25.5,301.0,83.0,2.5,5.8,5.2
Srimangal,2013,7,35.6,25.5,294.0,84.0,2.5,6.5,4.7
Srimangal,2013,8,35.5,25.0,420.0,86.0,2.4,6.4,3.9
Srimangal,2013,9,35.6,24.8,241.0,85.0,2.2,5.4,4.7
Srimangal,2013,10,36.0,22.6,159.0,85.0,2.0,4.2,5.6
Srimangal,2013,11,32.2,14.2,5.0,81.0,1.7,0.6,8.7
Srimangal,2013,12,31.9,11.6,5.0,83.0,1.7,1.5,4.7
Syedpur,2013,1,27.6,8.7,0.0,78.0,2.8,1.2,4.9
Syedpur,2013,2,32.0,14.3,14.0,69.0,3.8,1.6,7.2
Syedpur,2013,3,36.0,18.0,3.0,65.0,4.2,0.6,8.6
Syedpur,2013,4,36.4,20.9,58.0,70.0,4.2,2.9,6.3
Syedpur,2013,5,37.3,23.8,206.0,83.0,4.3,5.5,4.4
Syedpur,2013,6,37.2,26.4,310.0,82.0,4.1,5.0,5.4
Syedpur,2013,7,35.2,26.8,245.0,82.0,4.5,5.5,4.8
Syedpur,2013,8,38.8,26.1,388.0,85.0,4.2,5.8,5.4
Syedpur,2013,9,36.6,25.9,161.0,83.0,4.1,4.4,6.0
Syedpur,2013,10,34.3,22.3,337.0,84.0,3.8,3.8,7.7
Syedpur,2013,11,30.3,15.8,0.0,79.0,3.9,1.1,6.9
Syedpur,2013,12,30.2,12.7,0.0,83.0,3.5,1.5,3.6
Sylhet,2013,1,29.2,11.6,0.0,74.0,3.4,1.2,6.7
Sylhet,2013,2,35.0,15.9,7.0,63.0,3.5,1.8,8.0
Sylhet,2013,3,36.2,19.7,16.0,60.0,3.8,2.4,7.6
Sylhet,2013,4,36.2,21.9,229.0,69.0,3.9,4.8,6.4
Sylhet,2013,5,36.4,22.7,959.0,84.0,3.3,7.1,4.2
Sylhet,2013,6,39.6,25.8,729.0,81.0,2.9,6.3,4.2
Sylhet,2013,7,35.5,25.8,567.0,84.0,3.0,7.3,3.7
Sylhet,2013,8,35.3,25.6,520.0,85.0,3.3,7.2,3.9
Sylhet,2013,9,36.6,25.3,347.0,84.0,3.4,6.2,4.4
Sylhet,2013,10,35.0,23.1,451.0,81.0,2.5,5.0,5.5
Sylhet,2013,11,32.5,17.4,0.0,74.0,2.4,0.8,9.2
Sylhet,2013,12,30.7,14.6,0.0,76.0,2.2,2.5,5.7
Tangail,2013,1,27.8,9.9,0.0,79.0,1.9,0.5,5.1
Tangail,2013,2,32.2,14.2,13.0,73.0,2.4,1.3,7.2
Tangail,2013,3,36.1,19.5,3.0,68.0,2.2,1.4,7.8
Tangail,2013,4,37.5,22.9,60.0,68.0,2.4,3.0,6.4
Tangail,2013,5,36.8,24.1,293.0,82.0,2.7,5.9,3.7
Tangail,2013,6,37.2,26.3,213.0,80.0,2.1,4.9,4.9
Tangail,2013,7,35.1,26.4,106.0,82.0,2.5,5.7,4.8
Tangail,2013,8,36.2,26.0,238.0,85.0,2.3,6.0,3.8
Tangail,2013,9,36.1,25.8,126.0,83.0,1.9,5.3,4.6
Tangail,2013,10,35.4,23.3,128.0,84.0,1.7,4.3,4.8
Tangail,2013,11,33.0,16.1,0.0,77.0,1.3,0.6,8.4
Tangail,2013,12,30.3,13.3,2.0,82.0,1.7,0.8,4.7
Teknaf,2013,1,29.5,14.1,0.0,65.0,2.1,0.3,8.5
Teknaf,2013,2,33.0,16.5,0.0,63.0,3.7,1.0,8.6
Teknaf,2013,3,34.1,20.6,0.0,75.0,4.1,0.7,9.5
Teknaf,2013,4,33.1,24.2,34.0,77.0,4.4,1.7,9.1
Teknaf,2013,5,34.2,24.8,753.0,85.0,3.7,5.5,3.9
Teknaf,2013,6,33.2,25.8,821.0,87.0,3.5,6.2,4.6
Teknaf,2013,7,32.2,25.3,1127.0,89.0,3.3,6.5,3.6
Teknaf,2013,8,32.5,25.4,851.0,88.0,2.5,6.2,3.8
Teknaf,2013,9,32.6,25.7,329.0,88.0,3.0,6.1,4.2
Teknaf,2013,10,33.1,24.8,271.0,85.0,2.5,4.4,5.6
Teknaf,2013,11,32.5,20.0,0.0,79.0,2.1,1.7,8.4
Teknaf,2013,12,29.9,16.5,0.0,72.0,3.0,0.9,8.1
Barisal,2012,1,28.8,13.0,31.0,82.0,1.9,2.0,5.4
Barisal,2012,2,34.2,14.3,2.0,73.0,2.4,0.5,8.3
Barisal,2012,3,35.8,21.8,11.0,75.0,1.8,2.3,7.5
Barisal,2012,4,37.3,23.7,223.0,79.0,2.9,4.1,7.3
Barisal,2012,5,36.6,25.9,105.0,80.0,2.2,3.8,6.9
Barisal,2012,6,36.7,27.2,205.0,86.0,2.3,6.6,3.8
Barisal,2012,7,34.2,26.5,275.0,89.0,2.2,6.9,3.7
Barisal,2012,8,34.6,26.2,270.0,87.0,1.8,6.5,5.1
Barisal,2012,9,35.0,26.0,381.0,90.0,1.3,5.9,4.1
Barisal,2012,10,34.6,23.3,70.0,86.0,1.1,3.2,6.9
Barisal,2012,11,32.7,18.7,44.0,83.0,1.2,2.5,6.1
Barisal,2012,12,28.8,12.7,0.0,85.0,1.4,1.1,5.9
Bhola,2012,1,28.0,13.3,6.0,83.0,1.6,2.2,5.4
Bhola,2012,2,33.8,14.3,1.0,75.0,1.5,0.6,8.1
Bhola,2012,3,35.2,21.8,8.0,78.0,1.9,1.7,7.7
Bhola,2012,4,35.2,23.6,191.0,81.0,1.9,3.2,7.0
Bhola,2012,5,36.0,26.0,96.0,79.0,1.3,3.4,7.0
Bhola,2012,6,35.1,26.8,233.0,86.0,1.9,5.9,3.4
Bhola,2012,7,33.4,26.2,323.0,88.0,1.8,6.2,3.4
Bhola,2012,8,33.8,26.0,285.0,87.0,1.5,5.9,5.3
Bhola,2012,9,34.8,26.1,191.0,89.0,1.4,5.0,4.3
Bhola,2012,10,34.2,23.3,123.0,86.0,0.9,2.5,6.7
Bhola,2012,11,32.6,18.9,35.0,83.0,1.0,2.4,6.1
Bhola,2012,12,28.8,13.3,1.0,85.0,1.0,0.8,5.7
Bogra,2012,1,27.2,12.2,19.0,74.0,2.7,2.1,3.6
Bogra,2012,2,32.0,13.9,0.0,64.0,3.0,0.7,7.4
Bogra,2012,3,36.4,19.5,0.0,60.0,3.6,0.5,7.5
Bogra,2012,4,38.4,22.7,74.0,71.0,3.5,3.3,7.4
Bogra,2012,5,39.3,25.6,94.0,71.0,3.4,3.8,6.7
Bogra,2012,6,37.8,26.4,147.0,81.0,3.6,6.2,2.6
Bogra,2012,7,35.0,26.7,186.0,84.0,3.1,6.6,3.5
Bogra,2012,8,35.5,26.9,164.0,82.0,2.8,6.0,4.8
Bogra,2012,9,38.2,26.4,345.0,83.0,2.9,6.2,4.1
Bogra,2012,10,35.5,22.9,74.0,79.0,2.5,3.0,7.8
Bogra,2012,11,31.8,17.3,36.0,75.0,2.0,1.9,6.8
Bogra,2012,12,28.6,13.0,1.0,85.0,2.1,2.1,2.4
Chandpur,2012,1,29.2,14.0,12.0,79.0,2.2,2.7,4.3
Chandpur,2012,2,34.0,15.2,12.0,67.0,1.9,0.9,7.4
Chandpur,2012,3,35.0,21.6,30.0,71.0,2.5,2.7,7.1
Chandpur,2012,4,37.0,23.6,194.0,80.0,2.7,4.3,7.3
Chandpur,2012,5,36.8,25.6,121.0,78.0,2.3,4.2,6.9
Chandpur,2012,6,36.6,26.5,279.0,85.0,2.9,6.2,4.4
Chandpur,2012,7,34.7,26.4,298.0,86.0,2.6,6.5,4.4
Chandpur,2012,8,34.6,26.2,452.0,85.0,2.4,6.3,4.6
Chandpur,2012,9,36.6,26.3,137.0,85.0,2.3,6.1,4.0
Chandpur,2012,10,34.2,24.2,128.0,82.0,2.6,4.0,6.4
Chandpur,2012,11,32.8,19.3,92.0,78.0,2.3,2.5,5.9
Chandpur,2012,12,28.7,14.1,2.0,83.0,2.3,2.0,4.5
Chittagong (City-Ambagan),2012,1,30.7,14.9,0.0,75.0,3.3,1.5,6.4111306279999996
Chittagong (City-Ambagan),2012,2,34.0,16.5,0.0,64.0,3.4,0.7,6.4111306279999996
Chittagong (City-Ambagan),2012,3,36.0,21.9,31.0,77.0,3.5,2.5,6.4111306279999996
Chittagong (City-Ambagan),2012,4,36.5,23.6,231.0,83.0,4.1,4.0,6.4111306279999996
Chittagong (City-Ambagan),2012,5,35.2,25.2,114.0,79.0,3.8,4.3,6.4111306279999996
Chittagong (City-Ambagan),2012,6,35.0,25.6,1268.0,87.0,3.9,6.4,6.4111306279999996
Chittagong (City-Ambagan),2012,7,34.5,25.5,662.0,89.0,3.3,6.8,6.4111306279999996
Chittagong (City-Ambagan),2012,8,34.1,25.6,300.0,85.0,3.5,6.5,6.4111306279999996
Chittagong (City-Ambagan),2012,9,35.0,25.7,221.0,83.0,3.4,5.9,6.4111306279999996
Chittagong (City-Ambagan),2012,10,34.3,23.8,445.0,85.0,3.2,3.1,6.4111306279999996
Chittagong (City-Ambagan),2012,11,34.2,20.0,3.0,77.0,2.7,2.9,6.4111306279999996
Chittagong (City-Ambagan),2012,12,30.4,14.3,0.0,80.0,2.7,0.6,6.4111306279999996
Chittagong (IAP-Patenga),2012,1,28.0,15.4,0.0,68.0,6.5,1.6,7.6
Chittagong (IAP-Patenga),2012,2,33.3,16.4,0.0,63.0,6.4,0.7,8.5
Chittagong (IAP-Patenga),2012,3,34.3,21.9,30.0,76.0,6.0,2.0,7.6
Chittagong (IAP-Patenga),2012,4,34.5,23.8,192.0,80.0,7.6,3.6,7.7
Chittagong (IAP-Patenga),2012,5,34.5,25.4,188.0,80.0,6.4,3.8,6.1
Chittagong (IAP-Patenga),2012,6,34.8,25.5,1337.0,87.0,7.3,6.0,4.0
Chittagong (IAP-Patenga),2012,7,33.5,25.5,788.0,88.0,7.8,6.5,5.4
Chittagong (IAP-Patenga),2012,8,33.5,25.7,299.0,87.0,6.7,6.1,5.4
Chittagong (IAP-Patenga),2012,9,33.2,25.8,170.0,86.0,6.1,5.6,6.1
Chittagong (IAP-Patenga),2012,10,33.2,24.2,636.0,84.0,5.6,3.3,6.5
Chittagong (IAP-Patenga),2012,11,32.0,20.6,3.0,78.0,5.5,2.8,8.0
Chittagong (IAP-Patenga),2012,12,28.2,14.5,0.0,81.0,6.0,0.6,8.012
Chuadanga,2012,1,27.5,12.1,27.0,82.0,1.7,2.1,5.0
Chuadanga,2012,2,33.2,12.6,0.0,71.0,2.3,0.6,8.2
Chuadanga,2012,3,39.2,18.3,6.0,63.0,2.1,0.6,8.2
Chuadanga,2012,4,40.0,23.3,74.0,69.0,2.7,2.8,8.1
Chuadanga,2012,5,42.2,25.8,48.0,71.0,2.5,2.4,7.4
Chuadanga,2012,6,42.9,26.9,125.0,79.0,2.4,4.7,3.7
Chuadanga,2012,7,35.5,26.4,322.0,89.0,2.0,6.2,3.2
Chuadanga,2012,8,35.0,26.4,143.0,87.0,1.8,5.4,4.6
Chuadanga,2012,9,36.3,25.8,173.0,86.0,1.7,4.9,5.3
Chuadanga,2012,10,35.3,21.5,132.0,83.0,1.6,2.2,7.5
Chuadanga,2012,11,31.2,16.3,81.0,81.0,1.6,2.0,6.5
Chuadanga,2012,12,28.2,11.5,7.0,85.0,1.5,1.4,5.1
Comilla,2012,1,28.0,12.9,16.0,78.0,1.8,2.0,5.7
Comilla,2012,2,31.0,14.6,1.0,70.0,2.0,0.8,8.1
Comilla,2012,3,34.0,21.7,13.0,76.0,2.2,2.2,7.9
Comilla,2012,4,35.5,22.7,195.0,82.0,1.9,3.7,7.5
Comilla,2012,5,35.5,25.0,209.0,80.0,2.1,4.0,7.3
Comilla,2012,6,35.8,25.8,442.0,85.0,2.3,5.9,5.0
Comilla,2012,7,34.1,25.9,282.0,85.0,2.3,6.5,5.7
Comilla,2012,8,34.5,25.9,373.0,84.0,1.9,5.9,6.3
Comilla,2012,9,35.5,25.9,178.0,85.0,1.9,5.4,5.1
Comilla,2012,10,34.5,23.4,115.0,82.0,2.0,2.9,7.1
Comilla,2012,11,31.8,18.6,102.0,78.0,1.5,2.4,7.1
Comilla,2012,12,28.2,13.4,3.0,83.0,1.6,1.2,5.7
Cox's Bazar,2012,1,31.2,15.8,0.0,67.0,2.8,0.9,7.7
Cox's Bazar,2012,2,34.0,17.1,0.0,63.0,3.0,0.4,8.9
Cox's Bazar,2012,3,34.5,21.4,109.0,77.0,2.9,1.9,7.7
Cox's Bazar,2012,4,35.0,24.3,148.0,77.0,4.0,3.1,8.0
Cox's Bazar,2012,5,35.5,25.8,254.0,79.0,3.8,3.7,7.1
Cox's Bazar,2012,6,34.8,25.4,1102.0,86.0,4.9,6.3,3.0
Cox's Bazar,2012,7,33.5,25.1,1130.0,90.0,4.5,7.2,1.6
Cox's Bazar,2012,8,33.6,24.9,801.0,87.0,4.1,6.3,4.8
Cox's Bazar,2012,9,33.8,25.4,302.0,85.0,3.7,5.8,5.9
Cox's Bazar,2012,10,34.3,24.4,263.0,83.0,3.8,3.3,7.8
Cox's Bazar,2012,11,33.6,21.5,14.0,76.0,3.7,3.1,6.2
Cox's Bazar,2012,12,30.4,15.5,0.0,77.0,3.9,0.5,8.0
Dhaka,2012,1,28.5,14.5,10.0,66.0,2.2,2.2,4.7
Dhaka,2012,2,33.0,16.0,1.0,52.0,2.7,0.6,7.1
Dhaka,2012,3,37.3,22.1,37.0,58.0,2.6,1.5,7.6
Dhaka,2012,4,37.1,23.7,269.0,70.0,2.5,4.0,7.1
Dhaka,2012,5,36.2,25.8,137.0,70.0,2.3,4.2,6.2
Dhaka,2012,6,36.7,26.9,175.0,78.0,2.6,6.2,2.9
Dhaka,2012,7,34.3,26.7,226.0,80.0,2.6,6.5,3.9
Dhaka,2012,8,34.5,26.6,282.0,79.0,1.8,6.3,3.8
Dhaka,2012,9,36.5,26.8,81.0,79.0,1.8,5.9,4.0
Dhaka,2012,10,34.4,24.3,38.0,72.0,1.7,3.6,6.0
Dhaka,2012,11,32.4,19.1,68.0,68.0,2.0,2.5,5.6
Dhaka,2012,12,28.5,14.5,5.0,77.0,1.4,1.1,3.0
Dinajpur,2012,1,26.0,10.7,5.0,79.0,1.6,2.2,5.0
Dinajpur,2012,2,30.5,13.1,5.0,67.0,1.9,0.6,7.9
Dinajpur,2012,3,36.0,17.2,3.0,62.0,1.6,0.5,8.2
Dinajpur,2012,4,38.5,21.7,57.0,68.0,1.9,3.0,7.9
Dinajpur,2012,5,40.3,24.3,79.0,73.0,1.8,3.8,7.3
Dinajpur,2012,6,36.2,25.7,380.0,82.0,1.8,6.5,4.2
Dinajpur,2012,7,34.7,26.7,435.0,83.0,1.7,6.6,4.4
Dinajpur,2012,8,35.6,27.0,106.0,81.0,1.8,5.7,6.7
Dinajpur,2012,9,37.0,25.8,349.0,84.0,1.7,5.6,5.1
Dinajpur,2012,10,33.0,21.6,91.0,81.0,1.5,2.6,7.5
Dinajpur,2012,11,30.6,15.0,1.0,75.0,1.1,1.4,6.5
Dinajpur,2012,12,27.5,11.7,0.0,85.0,1.1,1.3,2.6
Faridpur,2012,1,28.2,13.2,30.0,77.0,2.0,1.9,5.6
Faridpur,2012,2,33.5,14.1,1.0,67.0,2.0,0.6,8.2
Faridpur,2012,3,38.6,20.5,4.0,64.0,2.4,0.9,7.9
Faridpur,2012,4,37.8,23.2,168.0,72.0,2.6,2.7,8.1
Faridpur,2012,5,36.6,25.3,109.0,77.0,2.4,2.9,3.7
Faridpur,2012,6,36.4,26.5,128.0,82.0,2.6,5.0,5.8
Faridpur,2012,7,34.2,26.5,252.0,86.0,2.4,5.6,5.1
Faridpur,2012,8,34.8,26.6,221.0,85.0,2.1,5.2,5.1
Faridpur,2012,9,36.4,26.4,165.0,85.0,2.4,4.5,5.5
Faridpur,2012,10,34.5,23.6,83.0,80.0,1.8,2.9,7.2
Faridpur,2012,11,32.2,18.3,111.0,78.0,1.7,2.1,7.0
Faridpur,2012,12,28.8,13.3,7.0,83.0,1.8,1.1,5.0
Feni,2012,1,28.7,13.0,2.0,79.0,1.5,2.0,5.0
Feni,2012,2,32.6,14.6,0.0,70.0,1.8,0.4,8.1
Feni,2012,3,35.0,21.2,28.0,78.0,2.4,2.8,7.7
Feni,2012,4,36.3,22.7,388.0,82.0,2.9,3.6,7.0
Feni,2012,5,36.5,25.2,138.0,80.0,2.7,4.7,6.9
Feni,2012,6,35.4,25.1,723.0,87.0,3.1,6.8,4.2
Feni,2012,7,33.8,25.3,568.0,89.0,3.2,7.0,4.3
Feni,2012,8,34.3,25.5,390.0,86.0,2.4,6.5,5.2
Feni,2012,9,34.8,25.5,274.0,86.0,2.2,6.2,5.3
Feni,2012,10,33.8,23.2,356.0,85.0,1.1,2.8,7.0
Feni,2012,11,33.5,18.5,18.0,81.0,0.6,2.5,6.3
Feni,2012,12,28.1,13.2,0.0,83.0,1.0,0.6,5.3
Hatiya,2012,1,28.6,13.5,0.0,79.0,1.6,1.9,5.9
Hatiya,2012,2,33.5,15.4,0.0,72.0,1.8,0.7,8.3
Hatiya,2012,3,34.4,21.3,8.0,80.0,2.0,1.9,7.5
Hatiya,2012,4,35.7,23.4,267.0,84.0,2.8,3.8,7.1
Hatiya,2012,5,35.0,25.8,317.0,84.0,1.9,4.2,5.8
Hatiya,2012,6,34.5,26.7,538.0,88.0,2.8,6.5,2.7
Hatiya,2012,7,32.5,26.0,738.0,89.0,2.7,6.7,3.0
Hatiya,2012,8,33.2,25.9,501.0,89.0,1.6,6.3,4.6
Hatiya,2012,9,34.5,26.1,377.0,88.0,2.0,5.7,4.9
Hatiya,2012,10,33.5,23.6,244.0,87.0,1.3,2.8,6.7
Hatiya,2012,11,33.0,19.3,13.0,82.0,1.2,2.9,6.2
Hatiya,2012,12,29.0,13.7,2.0,83.0,1.4,1.3,6.8
Ishurdi,2012,1,27.5,11.6,12.0,79.0,2.2,2.4,4.5
Ishurdi,2012,2,32.5,12.4,0.0,67.0,2.7,0.6,8.0
Ishurdi,2012,3,38.8,17.8,5.0,60.0,2.2,0.7,8.2
Ishurdi,2012,4,40.2,23.1,51.0,68.0,2.5,3.1,8.3
Ishurdi,2012,5,41.8,25.7,69.0,72.0,2.5,3.1,7.9
Ishurdi,2012,6,40.8,26.8,177.0,82.0,2.5,5.7,4.6
Ishurdi,2012,7,35.7,26.5,215.0,88.0,2.2,6.5,3.9
Ishurdi,2012,8,35.6,26.7,97.0,87.0,2.0,5.8,5.6
Ishurdi,2012,9,36.8,26.2,178.0,87.0,1.9,5.7,5.6
Ishurdi,2012,10,34.5,21.7,157.0,83.0,1.5,2.6,7.9
Ishurdi,2012,11,30.8,16.2,86.0,80.0,1.7,2.1,6.5
Ishurdi,2012,12,27.6,11.8,15.0,87.0,1.3,1.4,4.3
Jessore,2012,1,29.6,11.8,31.0,80.0,4.7,1.8,3.5
Jessore,2012,2,34.4,13.2,4.0,72.0,4.8,0.6,7.2
Jessore,2012,3,39.6,19.7,5.0,68.0,9.0,1.0,6.8
Jessore,2012,4,39.3,23.3,82.0,73.0,7.9,2.8,7.2
Jessore,2012,5,40.2,25.8,36.0,69.0,7.9,2.6,6.9
Jessore,2012,6,40.8,27.2,221.0,77.0,8.6,4.7,2.8
Jessore,2012,7,35.8,26.7,334.0,85.0,8.0,5.3,3.1
Jessore,2012,8,35.3,26.4,187.0,84.0,6.7,5.3,3.9
Jessore,2012,9,36.0,25.9,271.0,85.0,5.5,4.6,4.5
Jessore,2012,10,35.2,22.2,71.0,82.0,4.0,2.3,6.0
Jessore,2012,11,32.4,16.8,61.0,79.0,2.4,1.7,5.7
Jessore,2012,12,29.7,12.0,2.0,81.0,3.0,0.9,4.6
Khepupara,2012,1,29.8,14.0,9.0,76.0,4.4,1.5,6.4
Khepupara,2012,2,35.5,15.7,0.0,67.0,3.3,0.2,8.2
Khepupara,2012,3,35.3,22.4,49.0,76.0,4.6,1.1,8.0
Khepupara,2012,4,37.3,24.8,96.0,76.0,5.1,3.4,8.1
Khepupara,2012,5,37.2,26.6,128.0,77.0,3.8,3.0,7.0
Khepupara,2012,6,36.7,27.6,415.0,84.0,5.3,6.1,4.0
Khepupara,2012,7,33.4,26.1,639.0,89.0,4.3,6.8,3.3
Khepupara,2012,8,34.3,26.3,392.0,88.0,3.7,6.0,4.9
Khepupara,2012,9,34.8,26.2,562.0,89.0,2.6,5.6,4.6
Khepupara,2012,10,34.6,23.7,259.0,84.0,2.0,2.9,7.0
Khepupara,2012,11,34.2,19.6,69.0,80.0,2.3,2.4,5.8
Khepupara,2012,12,29.0,13.5,10.0,81.0,2.7,0.6,7.0
Khulna,2012,1,29.0,14.3,66.0,81.0,1.7,2.0,6.0
Khulna,2012,2,34.0,15.6,18.0,71.0,1.4,0.5,8.6
Khulna,2012,3,37.0,22.0,1.0,74.0,1.9,1.2,8.4
Khulna,2012,4,39.5,24.3,52.0,77.0,2.2,2.9,8.3
Khulna,2012,5,38.5,26.4,63.0,80.0,2.2,3.3,7.0
Khulna,2012,6,38.8,27.7,255.0,85.0,2.4,5.3,4.0
Khulna,2012,7,34.8,26.7,391.0,90.0,2.3,6.8,3.5
Khulna,2012,8,34.8,26.7,254.0,91.0,1.9,6.2,4.5
Khulna,2012,9,35.7,26.5,374.0,90.0,1.7,5.3,5.3
Khulna,2012,10,34.7,23.6,89.0,86.0,0.9,3.0,7.1
Khulna,2012,11,32.5,19.1,80.0,81.0,0.5,2.3,6.8
Khulna,2012,12,29.0,13.7,2.0,88.0,1.1,1.0,6.2
Kutubdia,2012,1,27.9,15.2,0.0,70.0,1.7,1.5,6.3
Kutubdia,2012,2,30.6,16.6,0.0,68.0,1.7,0.7,8.9
Kutubdia,2012,3,33.1,21.9,37.0,79.0,1.6,2.1,8.0
Kutubdia,2012,4,33.8,24.4,135.0,84.0,2.5,3.4,7.8
Kutubdia,2012,5,37.0,25.8,251.0,86.0,2.1,4.4,7.4
Kutubdia,2012,6,34.6,25.8,1178.0,90.0,2.8,6.4,3.7
Kutubdia,2012,7,32.5,25.3,1688.0,93.0,2.7,7.4,2.7
Kutubdia,2012,8,33.4,25.7,527.0,92.0,1.7,5.9,5.3
Kutubdia,2012,9,34.4,25.8,260.0,87.0,2.0,5.8,5.9
Kutubdia,2012,10,34.4,24.4,554.0,83.0,1.6,2.9,7.9
Kutubdia,2012,11,33.0,20.5,47.0,83.0,1.0,2.7,7.0
Kutubdia,2012,12,28.4,14.7,0.0,82.0,0.9,0.4,8.2
Madaripur,2012,1,28.7,12.9,25.0,82.0,0.3,1.6,5.0
Madaripur,2012,2,34.0,13.9,16.0,72.0,0.4,0.4,8.2
Madaripur,2012,3,36.0,21.2,1.0,72.0,0.8,1.4,6.8
Madaripur,2012,4,36.5,22.9,170.0,78.0,1.3,3.2,7.4
Madaripur,2012,5,36.6,25.1,110.0,80.0,1.3,2.7,6.6
Madaripur,2012,6,36.3,26.4,144.0,85.0,1.2,5.1,4.0
Madaripur,2012,7,35.0,26.3,377.0,87.0,1.3,6.1,4.8
Madaripur,2012,8,34.7,26.2,203.0,86.0,1.0,5.8,4.7
Madaripur,2012,9,35.5,26.0,216.0,87.0,0.7,4.7,4.6
Madaripur,2012,10,34.0,23.2,197.0,83.0,0.2,2.5,6.7
Madaripur,2012,11,32.5,18.0,86.0,81.0,0.2,1.8,6.5
Madaripur,2012,12,28.6,12.7,1.0,85.0,0.2,0.6,5.6
Maijdee Court,2012,1,27.3,14.5,6.0,78.0,3.3,2.0,4.4
Maijdee Court,2012,2,33.0,15.5,0.0,71.0,3.6,0.6,7.2
Maijdee Court,2012,3,35.4,22.1,44.0,77.0,3.6,2.3,7.2
Maijdee Court,2012,4,36.0,23.7,267.0,83.0,3.7,4.0,6.9
Maijdee Court,2012,5,36.5,25.7,286.0,80.0,3.6,3.5,6.3
Maijdee Court,2012,6,36.0,26.7,483.0,86.0,2.9,6.2,3.7
Maijdee Court,2012,7,34.8,26.4,431.0,88.0,2.2,7.0,2.7
Maijdee Court,2012,8,34.5,26.3,442.0,86.0,2.0,6.5,4.2
Maijdee Court,2012,9,35.0,26.2,322.0,86.0,3.7,5.9,5.1
Maijdee Court,2012,10,34.4,24.7,156.0,82.0,3.4,2.9,6.8
Maijdee Court,2012,11,32.4,20.4,29.0,81.0,2.2,2.6,6.2
Maijdee Court,2012,12,27.2,14.7,0.0,82.0,0.9,0.4,6.3
Mongla,2012,1,28.5,14.8,40.0,77.0,2.1,1.7,5.8
Mongla,2012,2,34.4,16.3,13.0,69.0,1.7,0.5,8.4
Mongla,2012,3,37.6,22.3,8.0,72.0,2.4,1.5,8.4
Mongla,2012,4,39.0,24.5,85.0,76.0,3.3,3.5,8.2
Mongla,2012,5,37.7,26.9,61.0,77.0,2.6,3.4,7.2
Mongla,2012,6,38.2,27.7,193.0,81.0,3.1,5.6,4.5
Mongla,2012,7,35.0,26.7,359.0,89.0,2.5,6.2,3.6
Mongla,2012,8,35.0,26.5,449.0,88.0,2.4,5.8,4.4
Mongla,2012,9,35.4,26.4,420.0,89.0,1.9,5.4,4.6
Mongla,2012,10,34.4,23.9,114.0,83.0,1.3,3.1,7.2
Mongla,2012,11,32.2,19.5,34.0,79.0,0.8,2.6,6.7
Mongla,2012,12,29.0,14.3,8.0,81.0,1.1,0.7,6.8
Mymensingh,2012,1,27.2,12.4,18.0,80.0,1.3,2.3,4.7
Mymensingh,2012,2,31.3,13.9,0.0,71.0,1.6,0.7,7.2
Mymensingh,2012,3,34.8,19.2,1.0,73.0,1.8,1.1,7.2
Mymensingh,2012,4,35.6,22.1,202.0,80.0,2.6,4.4,6.7
Mymensingh,2012,5,36.2,24.3,85.0,78.0,2.0,4.7,6.7
Mymensingh,2012,6,35.2,25.6,241.0,85.0,2.6,6.8,3.2
Mymensingh,2012,7,34.6,26.5,409.0,87.0,2.3,7.1,3.8
Mymensingh,2012,8,34.5,26.7,238.0,85.0,1.7,6.7,5.6
Mymensingh,2012,9,37.0,26.3,221.0,86.0,1.7,6.1,3.5
Mymensingh,2012,10,34.5,23.0,45.0,82.0,0.6,3.2,6.5
